sample_id,SampleName,BioSample,BioProject
139733,102.100.100/139733,SAMN44625806,PRJNA1122929
139734,102.100.100/139734,SAMN44625807,PRJNA1122929
139735,102.100.100/139735,SAMN44625808,PRJNA1122929
139736,102.100.100/139736,SAMN44625809,PRJNA1122929
139738,102.100.100/139738,SAMN44625811,PRJNA1122929
139739,102.100.100/139739,SAMN44625812,PRJNA1122929
139740,102.100.100/139740,SAMN44625813,PRJNA1122929
139873,102.100.100/139873,SAMN44625941,PRJNA1122929
139875,102.100.100/139875,SAMN44625942,PRJNA1122929
139876,102.100.100/139876,SAMN44625943,PRJNA1122929
139906,102.100.100/139906,SAMN44625965,PRJNA1122929
139907,102.100.100/139907,SAMN44625966,PRJNA1122929
139908,102.100.100/139908,SAMN44625967,PRJNA1122929
139909,102.100.100/139909,SAMN44625968,PRJNA1122929
139910,102.100.100/139910,SAMN44625969,PRJNA1122929
139911,102.100.100/139911,SAMN44625970,PRJNA1122929
139930,102.100.100/139930,SAMN44625989,PRJNA1122929
139931,102.100.100/139931,SAMN44625990,PRJNA1122929
139932,102.100.100/139932,SAMN44625991,PRJNA1122929
139933,102.100.100/139933,SAMN44625992,PRJNA1122929
139954,102.100.100/139954,SAMN44626013,PRJNA1122929
139955,102.100.100/139955,SAMN44626014,PRJNA1122929
139956,102.100.100/139956,SAMN44626015,PRJNA1122929
139957,102.100.100/139957,SAMN44626016,PRJNA1122929
139847,102.100.100/139847,SAMN44625919,PRJNA1122929
139830,102.100.100/139830,SAMN44625902,PRJNA1122929
139872,102.100.100/139872,SAMN44625940,PRJNA1122929
139732,102.100.100/139732,SAMN44625805,PRJNA1122929
139871,102.100.100/139871,SAMN44625939,PRJNA1122929
139870,102.100.100/139870,SAMN44625938,PRJNA1122929
139869,102.100.100/139869,SAMN44625937,PRJNA1122929
139868,102.100.100/139868,SAMN44625936,PRJNA1122929
139731,102.100.100/139731,SAMN44625804,PRJNA1122929
139846,102.100.100/139846,SAMN44625918,PRJNA1122929
139845,102.100.100/139845,SAMN44625917,PRJNA1122929
139844,102.100.100/139844,SAMN44625916,PRJNA1122929
139730,102.100.100/139730,SAMN44625803,PRJNA1122929
138541,102.100.100/138541,SAMN44625793,PRJNA1122929
139843,102.100.100/139843,SAMN44625915,PRJNA1122929
139718,102.100.100/139718,SAMN44625799,PRJNA1122929
139727,102.100.100/139727,SAMN44625800,PRJNA1122929
139729,102.100.100/139729,SAMN44625802,PRJNA1122929
139789,102.100.100/139789,SAMN44625862,PRJNA1122929
139790,102.100.100/139790,SAMN44625863,PRJNA1122929
139791,102.100.100/139791,SAMN44625864,PRJNA1122929
139795,102.100.100/139795,SAMN44625868,PRJNA1122929
139796,102.100.100/139796,SAMN44625869,PRJNA1122929
139797,102.100.100/139797,SAMN44625870,PRJNA1122929
139798,102.100.100/139798,SAMN44625871,PRJNA1122929
139799,102.100.100/139799,SAMN44625872,PRJNA1122929
139809,102.100.100/139809,SAMN44625881,PRJNA1122929
139810,102.100.100/139810,SAMN44625882,PRJNA1122929
139811,102.100.100/139811,SAMN44625883,PRJNA1122929
139812,102.100.100/139812,SAMN44625884,PRJNA1122929
139813,102.100.100/139813,SAMN44625885,PRJNA1122929
139826,102.100.100/139826,SAMN44625898,PRJNA1122929
139827,102.100.100/139827,SAMN44625899,PRJNA1122929
139828,102.100.100/139828,SAMN44625900,PRJNA1122929
139829,102.100.100/139829,SAMN44625901,PRJNA1122929
139756,102.100.100/139756,SAMN44625829,PRJNA1122929
139788,102.100.100/139788,SAMN44625861,PRJNA1122929
139717,102.100.100/139717,SAMN44625798,PRJNA1122929
139787,102.100.100/139787,SAMN44625860,PRJNA1122929
139786,102.100.100/139786,SAMN44625859,PRJNA1122929
139715,102.100.100/139715,SAMN44625796,PRJNA1122929
139773,102.100.100/139773,SAMN44625846,PRJNA1122929
139772,102.100.100/139772,SAMN44625845,PRJNA1122929
139771,102.100.100/139771,SAMN44625844,PRJNA1122929
139770,102.100.100/139770,SAMN44625843,PRJNA1122929
139769,102.100.100/139769,SAMN44625842,PRJNA1122929
139714,102.100.100/139714,SAMN44625795,PRJNA1122929
139755,102.100.100/139755,SAMN44625828,PRJNA1122929
139754,102.100.100/139754,SAMN44625827,PRJNA1122929
139737,102.100.100/139737,SAMN44625810,PRJNA1122929
139919,102.100.100/139919,SAMN44625978,PRJNA1122929
139929,102.100.100/139929,SAMN44625988,PRJNA1122929
139928,102.100.100/139928,SAMN44625987,PRJNA1122929
139927,102.100.100/139927,SAMN44625986,PRJNA1122929
139918,102.100.100/139918,SAMN44625977,PRJNA1122929
139917,102.100.100/139917,SAMN44625976,PRJNA1122929
139916,102.100.100/139916,SAMN44625975,PRJNA1122929
139915,102.100.100/139915,SAMN44625974,PRJNA1122929
139914,102.100.100/139914,SAMN44625973,PRJNA1122929
139913,102.100.100/139913,SAMN44625972,PRJNA1122929
139753,102.100.100/139753,SAMN44625826,PRJNA1122929
138542,102.100.100/138542,SAMN44625794,PRJNA1122929
139752,102.100.100/139752,SAMN44625825,PRJNA1122929
139743,102.100.100/139743,SAMN44625816,PRJNA1122929
139742,102.100.100/139742,SAMN44625815,PRJNA1122929
139741,102.100.100/139741,SAMN44625814,PRJNA1122929
139940,102.100.100/139940,SAMN44625999,PRJNA1122929
139939,102.100.100/139939,SAMN44625998,PRJNA1122929
139938,102.100.100/139938,SAMN44625997,PRJNA1122929
139848,102.100.100/139848,SAMN44625920,PRJNA1122929
139849,102.100.100/139849,SAMN44625921,PRJNA1122929
139850,102.100.100/139850,SAMN44625922,PRJNA1122929
139851,102.100.100/139851,SAMN44625923,PRJNA1122929
139852,102.100.100/139852,SAMN44625924,PRJNA1122929
139877,102.100.100/139877,SAMN44625944,PRJNA1122929
139878,102.100.100/139878,SAMN44625945,PRJNA1122929
139879,102.100.100/139879,SAMN44625946,PRJNA1122929
139880,102.100.100/139880,SAMN44625947,PRJNA1122929
139889,102.100.100/139889,SAMN44625948,PRJNA1122929
139890,102.100.100/139890,SAMN44625949,PRJNA1122929
139891,102.100.100/139891,SAMN44625950,PRJNA1122929
139912,102.100.100/139912,SAMN44625971,PRJNA1122929
139834,102.100.100/139834,SAMN44625906,PRJNA1122929
139777,102.100.100/139777,SAMN44625850,PRJNA1122929
139833,102.100.100/139833,SAMN44625905,PRJNA1122929
139832,102.100.100/139832,SAMN44625904,PRJNA1122929
139831,102.100.100/139831,SAMN44625903,PRJNA1122929
139817,102.100.100/139817,SAMN44625889,PRJNA1122929
139728,102.100.100/139728,SAMN44625801,PRJNA1122929
139816,102.100.100/139816,SAMN44625888,PRJNA1122929
139815,102.100.100/139815,SAMN44625887,PRJNA1122929
139814,102.100.100/139814,SAMN44625886,PRJNA1122929
139804,102.100.100/139804,SAMN44625876,PRJNA1122929
139803,102.100.100/139803,SAMN44625875,PRJNA1122929
139801,102.100.100/139801,SAMN44625874,PRJNA1122929
139800,102.100.100/139800,SAMN44625873,PRJNA1122929
139776,102.100.100/139776,SAMN44625849,PRJNA1122929
139716,102.100.100/139716,SAMN44625797,PRJNA1122929
139775,102.100.100/139775,SAMN44625848,PRJNA1122929
139774,102.100.100/139774,SAMN44625847,PRJNA1122929
139760,102.100.100/139760,SAMN44625833,PRJNA1122929
139759,102.100.100/139759,SAMN44625832,PRJNA1122929
139758,102.100.100/139758,SAMN44625831,PRJNA1122929
139757,102.100.100/139757,SAMN44625830,PRJNA1122929
139953,102.100.100/139953,SAMN44626012,PRJNA1122929
139867,102.100.100/139867,SAMN44625935,PRJNA1122929
139898,102.100.100/139898,SAMN44625957,PRJNA1122929
139899,102.100.100/139899,SAMN44625958,PRJNA1122929
139900,102.100.100/139900,SAMN44625959,PRJNA1122929
139901,102.100.100/139901,SAMN44625960,PRJNA1122929
139902,102.100.100/139902,SAMN44625961,PRJNA1122929
139903,102.100.100/139903,SAMN44625962,PRJNA1122929
139904,102.100.100/139904,SAMN44625963,PRJNA1122929
139905,102.100.100/139905,SAMN44625964,PRJNA1122929
139920,102.100.100/139920,SAMN44625979,PRJNA1122929
139921,102.100.100/139921,SAMN44625980,PRJNA1122929
139947,102.100.100/139947,SAMN44626006,PRJNA1122929
139948,102.100.100/139948,SAMN44626007,PRJNA1122929
139949,102.100.100/139949,SAMN44626008,PRJNA1122929
139950,102.100.100/139950,SAMN44626009,PRJNA1122929
139951,102.100.100/139951,SAMN44626010,PRJNA1122929
139952,102.100.100/139952,SAMN44626011,PRJNA1122929
139866,102.100.100/139866,SAMN44625934,PRJNA1122929
139865,102.100.100/139865,SAMN44625933,PRJNA1122929
139864,102.100.100/139864,SAMN44625932,PRJNA1122929
139863,102.100.100/139863,SAMN44625931,PRJNA1122929
139862,102.100.100/139862,SAMN44625930,PRJNA1122929
139861,102.100.100/139861,SAMN44625929,PRJNA1122929
139842,102.100.100/139842,SAMN44625914,PRJNA1122929
139841,102.100.100/139841,SAMN44625913,PRJNA1122929
139840,102.100.100/139840,SAMN44625912,PRJNA1122929
139839,102.100.100/139839,SAMN44625911,PRJNA1122929
139825,102.100.100/139825,SAMN44625897,PRJNA1122929
139824,102.100.100/139824,SAMN44625896,PRJNA1122929
139823,102.100.100/139823,SAMN44625895,PRJNA1122929
139822,102.100.100/139822,SAMN44625894,PRJNA1122929
139808,102.100.100/139808,SAMN44625880,PRJNA1122929
139807,102.100.100/139807,SAMN44625879,PRJNA1122929
139806,102.100.100/139806,SAMN44625878,PRJNA1122929
139805,102.100.100/139805,SAMN44625877,PRJNA1122929
139794,102.100.100/139794,SAMN44625867,PRJNA1122929
139793,102.100.100/139793,SAMN44625866,PRJNA1122929
138540,102.100.100/138540,SAMN44625792,PRJNA1122929
139792,102.100.100/139792,SAMN44625865,PRJNA1122929
139785,102.100.100/139785,SAMN44625858,PRJNA1122929
139751,102.100.100/139751,SAMN44625824,PRJNA1122929
139765,102.100.100/139765,SAMN44625838,PRJNA1122929
139766,102.100.100/139766,SAMN44625839,PRJNA1122929
139767,102.100.100/139767,SAMN44625840,PRJNA1122929
139768,102.100.100/139768,SAMN44625841,PRJNA1122929
139782,102.100.100/139782,SAMN44625855,PRJNA1122929
139783,102.100.100/139783,SAMN44625856,PRJNA1122929
139784,102.100.100/139784,SAMN44625857,PRJNA1122929
139748,102.100.100/139748,SAMN44625821,PRJNA1122929
139749,102.100.100/139749,SAMN44625822,PRJNA1122929
139750,102.100.100/139750,SAMN44625823,PRJNA1122929
139859,102.100.100/139859,SAMN44625927,PRJNA1122929
139860,102.100.100/139860,SAMN44625928,PRJNA1122929
139892,102.100.100/139892,SAMN44625951,PRJNA1122929
139893,102.100.100/139893,SAMN44625952,PRJNA1122929
139894,102.100.100/139894,SAMN44625953,PRJNA1122929
139895,102.100.100/139895,SAMN44625954,PRJNA1122929
139896,102.100.100/139896,SAMN44625955,PRJNA1122929
139897,102.100.100/139897,SAMN44625956,PRJNA1122929
139934,102.100.100/139934,SAMN44625993,PRJNA1122929
139935,102.100.100/139935,SAMN44625994,PRJNA1122929
139936,102.100.100/139936,SAMN44625995,PRJNA1122929
139937,102.100.100/139937,SAMN44625996,PRJNA1122929
139820,102.100.100/139820,SAMN44625892,PRJNA1122929
139821,102.100.100/139821,SAMN44625893,PRJNA1122929
139835,102.100.100/139835,SAMN44625907,PRJNA1122929
139836,102.100.100/139836,SAMN44625908,PRJNA1122929
139837,102.100.100/139837,SAMN44625909,PRJNA1122929
139838,102.100.100/139838,SAMN44625910,PRJNA1122929
139853,102.100.100/139853,SAMN44625925,PRJNA1122929
139854,102.100.100/139854,SAMN44625926,PRJNA1122929
139819,102.100.100/139819,SAMN44625891,PRJNA1122929
139818,102.100.100/139818,SAMN44625890,PRJNA1122929
139781,102.100.100/139781,SAMN44625854,PRJNA1122929
139780,102.100.100/139780,SAMN44625853,PRJNA1122929
139779,102.100.100/139779,SAMN44625852,PRJNA1122929
139778,102.100.100/139778,SAMN44625851,PRJNA1122929
139764,102.100.100/139764,SAMN44625837,PRJNA1122929
139763,102.100.100/139763,SAMN44625836,PRJNA1122929
139762,102.100.100/139762,SAMN44625835,PRJNA1122929
139761,102.100.100/139761,SAMN44625834,PRJNA1122929
139747,102.100.100/139747,SAMN44625820,PRJNA1122929
139746,102.100.100/139746,SAMN44625819,PRJNA1122929
139745,102.100.100/139745,SAMN44625818,PRJNA1122929
139744,102.100.100/139744,SAMN44625817,PRJNA1122929
139946,102.100.100/139946,SAMN44626005,PRJNA1122929
139945,102.100.100/139945,SAMN44626004,PRJNA1122929
139944,102.100.100/139944,SAMN44626003,PRJNA1122929
139943,102.100.100/139943,SAMN44626002,PRJNA1122929
139942,102.100.100/139942,SAMN44626001,PRJNA1122929
139941,102.100.100/139941,SAMN44626000,PRJNA1122929
139926,102.100.100/139926,SAMN44625985,PRJNA1122929
139688,102.100.100/139688,SAMN44283209,PRJNA1122929
139689,102.100.100/139689,SAMN44283210,PRJNA1122929
139701,102.100.100/139701,SAMN44283222,PRJNA1122929
139707,102.100.100/139707,SAMN44283228,PRJNA1122929
139708,102.100.100/139708,SAMN44283229,PRJNA1122929
139711,102.100.100/139711,SAMN44283232,PRJNA1122929
139712,102.100.100/139712,SAMN44283233,PRJNA1122929
139713,102.100.100/139713,SAMN44283234,PRJNA1122929
139922,102.100.100/139922,SAMN44625981,PRJNA1122929
139923,102.100.100/139923,SAMN44625982,PRJNA1122929
139924,102.100.100/139924,SAMN44625983,PRJNA1122929
139925,102.100.100/139925,SAMN44625984,PRJNA1122929
141015,102.100.100/141015,SAMN44283235,PRJNA1122929
141016,102.100.100/141016,SAMN44283236,PRJNA1122929
141017,102.100.100/141017,SAMN44283237,PRJNA1122929
141018,102.100.100/141018,SAMN44283238,PRJNA1122929
141019,102.100.100/141019,SAMN44283239,PRJNA1122929
141374,102.100.100/141374,SAMN44283356,PRJNA1122929
141375,102.100.100/141375,SAMN44283357,PRJNA1122929
141376,102.100.100/141376,SAMN44283358,PRJNA1122929
141377,102.100.100/141377,SAMN44283359,PRJNA1122929
142457,102.100.100/142457,SAMN44283423,PRJNA1122929
142458,102.100.100/142458,SAMN44283424,PRJNA1122929
142459,102.100.100/142459,SAMN44283425,PRJNA1122929
142460,102.100.100/142460,SAMN44283426,PRJNA1122929
141373,102.100.100/141373,SAMN44283355,PRJNA1122929
141070,102.100.100/141070,SAMN44283290,PRJNA1122929
141069,102.100.100/141069,SAMN44283289,PRJNA1122929
141068,102.100.100/141068,SAMN44283288,PRJNA1122929
141067,102.100.100/141067,SAMN44283287,PRJNA1122929
139694,102.100.100/139694,SAMN44283215,PRJNA1122929
141066,102.100.100/141066,SAMN44283286,PRJNA1122929
141065,102.100.100/141065,SAMN44283285,PRJNA1122929
141064,102.100.100/141064,SAMN44283284,PRJNA1122929
141063,102.100.100/141063,SAMN44283283,PRJNA1122929
139693,102.100.100/139693,SAMN44283214,PRJNA1122929
141048,102.100.100/141048,SAMN44283268,PRJNA1122929
141047,102.100.100/141047,SAMN44283267,PRJNA1122929
139692,102.100.100/139692,SAMN44283213,PRJNA1122929
141046,102.100.100/141046,SAMN44283266,PRJNA1122929
141045,102.100.100/141045,SAMN44283265,PRJNA1122929
141044,102.100.100/141044,SAMN44283264,PRJNA1122929
141043,102.100.100/141043,SAMN44283263,PRJNA1122929
139691,102.100.100/139691,SAMN44283212,PRJNA1122929
141042,102.100.100/141042,SAMN44283262,PRJNA1122929
141041,102.100.100/141041,SAMN44283261,PRJNA1122929
139710,102.100.100/139710,SAMN44283231,PRJNA1122929
139709,102.100.100/139709,SAMN44283230,PRJNA1122929
142465,102.100.100/142465,SAMN44283431,PRJNA1122929
142464,102.100.100/142464,SAMN44283430,PRJNA1122929
142463,102.100.100/142463,SAMN44283429,PRJNA1122929
142462,102.100.100/142462,SAMN44283428,PRJNA1122929
142461,102.100.100/142461,SAMN44283427,PRJNA1122929
142446,102.100.100/142446,SAMN44283412,PRJNA1122929
142445,102.100.100/142445,SAMN44283411,PRJNA1122929
142444,102.100.100/142444,SAMN44283410,PRJNA1122929
139706,102.100.100/139706,SAMN44283227,PRJNA1122929
142443,102.100.100/142443,SAMN44283409,PRJNA1122929
142442,102.100.100/142442,SAMN44283408,PRJNA1122929
142441,102.100.100/142441,SAMN44283407,PRJNA1122929
142440,102.100.100/142440,SAMN44283406,PRJNA1122929
142439,102.100.100/142439,SAMN44283405,PRJNA1122929
139703,102.100.100/139703,SAMN44283224,PRJNA1122929
141401,102.100.100/141401,SAMN44283383,PRJNA1122929
141400,102.100.100/141400,SAMN44283382,PRJNA1122929
141399,102.100.100/141399,SAMN44283381,PRJNA1122929
141398,102.100.100/141398,SAMN44283380,PRJNA1122929
141397,102.100.100/141397,SAMN44283379,PRJNA1122929
141396,102.100.100/141396,SAMN44283378,PRJNA1122929
141395,102.100.100/141395,SAMN44283377,PRJNA1122929
141394,102.100.100/141394,SAMN44283376,PRJNA1122929
141372,102.100.100/141372,SAMN44283354,PRJNA1122929
141371,102.100.100/141371,SAMN44283353,PRJNA1122929
139700,102.100.100/139700,SAMN44283221,PRJNA1122929
141370,102.100.100/141370,SAMN44283352,PRJNA1122929
141369,102.100.100/141369,SAMN44283351,PRJNA1122929
141368,102.100.100/141368,SAMN44283350,PRJNA1122929
141367,102.100.100/141367,SAMN44283349,PRJNA1122929
141366,102.100.100/141366,SAMN44283348,PRJNA1122929
141365,102.100.100/141365,SAMN44283347,PRJNA1122929
141351,102.100.100/141351,SAMN44283333,PRJNA1122929
141350,102.100.100/141350,SAMN44283332,PRJNA1122929
141349,102.100.100/141349,SAMN44283331,PRJNA1122929
141110,102.100.100/141110,SAMN44283330,PRJNA1122929
139698,102.100.100/139698,SAMN44283219,PRJNA1122929
141109,102.100.100/141109,SAMN44283329,PRJNA1122929
141108,102.100.100/141108,SAMN44283328,PRJNA1122929
141107,102.100.100/141107,SAMN44283327,PRJNA1122929
141106,102.100.100/141106,SAMN44283326,PRJNA1122929
141091,102.100.100/141091,SAMN44283311,PRJNA1122929
141090,102.100.100/141090,SAMN44283310,PRJNA1122929
139696,102.100.100/139696,SAMN44283217,PRJNA1122929
141089,102.100.100/141089,SAMN44283309,PRJNA1122929
141088,102.100.100/141088,SAMN44283308,PRJNA1122929
141087,102.100.100/141087,SAMN44283307,PRJNA1122929
139687,102.100.100/139687,SAMN44283208,PRJNA1122929
141086,102.100.100/141086,SAMN44283306,PRJNA1122929
141085,102.100.100/141085,SAMN44283305,PRJNA1122929
141084,102.100.100/141084,SAMN44283304,PRJNA1122929
141062,102.100.100/141062,SAMN44283282,PRJNA1122929
142456,102.100.100/142456,SAMN44283422,PRJNA1122929
142455,102.100.100/142455,SAMN44283421,PRJNA1122929
142454,102.100.100/142454,SAMN44283420,PRJNA1122929
141416,102.100.100/141416,SAMN44283398,PRJNA1122929
141415,102.100.100/141415,SAMN44283397,PRJNA1122929
139705,102.100.100/139705,SAMN44283226,PRJNA1122929
141414,102.100.100/141414,SAMN44283396,PRJNA1122929
141413,102.100.100/141413,SAMN44283395,PRJNA1122929
141412,102.100.100/141412,SAMN44283394,PRJNA1122929
141411,102.100.100/141411,SAMN44283393,PRJNA1122929
139704,102.100.100/139704,SAMN44283225,PRJNA1122929
141410,102.100.100/141410,SAMN44283392,PRJNA1122929
141409,102.100.100/141409,SAMN44283391,PRJNA1122929
141387,102.100.100/141387,SAMN44283369,PRJNA1122929
141061,102.100.100/141061,SAMN44283281,PRJNA1122929
141386,102.100.100/141386,SAMN44283368,PRJNA1122929
141385,102.100.100/141385,SAMN44283367,PRJNA1122929
139702,102.100.100/139702,SAMN44283223,PRJNA1122929
141384,102.100.100/141384,SAMN44283366,PRJNA1122929
141383,102.100.100/141383,SAMN44283365,PRJNA1122929
141382,102.100.100/141382,SAMN44283364,PRJNA1122929
141381,102.100.100/141381,SAMN44283363,PRJNA1122929
141380,102.100.100/141380,SAMN44283362,PRJNA1122929
139699,102.100.100/139699,SAMN44283220,PRJNA1122929
141358,102.100.100/141358,SAMN44283340,PRJNA1122929
141357,102.100.100/141357,SAMN44283339,PRJNA1122929
141356,102.100.100/141356,SAMN44283338,PRJNA1122929
141355,102.100.100/141355,SAMN44283337,PRJNA1122929
141354,102.100.100/141354,SAMN44283336,PRJNA1122929
141353,102.100.100/141353,SAMN44283335,PRJNA1122929
141352,102.100.100/141352,SAMN44283334,PRJNA1122929
141098,102.100.100/141098,SAMN44283318,PRJNA1122929
141097,102.100.100/141097,SAMN44283317,PRJNA1122929
139697,102.100.100/139697,SAMN44283218,PRJNA1122929
141096,102.100.100/141096,SAMN44283316,PRJNA1122929
141095,102.100.100/141095,SAMN44283315,PRJNA1122929
141094,102.100.100/141094,SAMN44283314,PRJNA1122929
141093,102.100.100/141093,SAMN44283313,PRJNA1122929
141092,102.100.100/141092,SAMN44283312,PRJNA1122929
141077,102.100.100/141077,SAMN44283297,PRJNA1122929
139695,102.100.100/139695,SAMN44283216,PRJNA1122929
141076,102.100.100/141076,SAMN44283296,PRJNA1122929
141075,102.100.100/141075,SAMN44283295,PRJNA1122929
141074,102.100.100/141074,SAMN44283294,PRJNA1122929
141073,102.100.100/141073,SAMN44283293,PRJNA1122929
141072,102.100.100/141072,SAMN44283292,PRJNA1122929
141071,102.100.100/141071,SAMN44283291,PRJNA1122929
141055,102.100.100/141055,SAMN44283275,PRJNA1122929
141054,102.100.100/141054,SAMN44283274,PRJNA1122929
141053,102.100.100/141053,SAMN44283273,PRJNA1122929
139686,102.100.100/139686,SAMN44283207,PRJNA1122929
141049,102.100.100/141049,SAMN44283269,PRJNA1122929
141050,102.100.100/141050,SAMN44283270,PRJNA1122929
141051,102.100.100/141051,SAMN44283271,PRJNA1122929
141052,102.100.100/141052,SAMN44283272,PRJNA1122929
141403,102.100.100/141403,SAMN44283385,PRJNA1122929
141404,102.100.100/141404,SAMN44283386,PRJNA1122929
141405,102.100.100/141405,SAMN44283387,PRJNA1122929
141406,102.100.100/141406,SAMN44283388,PRJNA1122929
141407,102.100.100/141407,SAMN44283389,PRJNA1122929
141408,102.100.100/141408,SAMN44283390,PRJNA1122929
142447,102.100.100/142447,SAMN44283413,PRJNA1122929
142448,102.100.100/142448,SAMN44283414,PRJNA1122929
142449,102.100.100/142449,SAMN44283415,PRJNA1122929
142450,102.100.100/142450,SAMN44283416,PRJNA1122929
142451,102.100.100/142451,SAMN44283417,PRJNA1122929
142452,102.100.100/142452,SAMN44283418,PRJNA1122929
142453,102.100.100/142453,SAMN44283419,PRJNA1122929
141039,102.100.100/141039,SAMN44283259,PRJNA1122929
141040,102.100.100/141040,SAMN44283260,PRJNA1122929
141056,102.100.100/141056,SAMN44283276,PRJNA1122929
141057,102.100.100/141057,SAMN44283277,PRJNA1122929
141058,102.100.100/141058,SAMN44283278,PRJNA1122929
141059,102.100.100/141059,SAMN44283279,PRJNA1122929
141060,102.100.100/141060,SAMN44283280,PRJNA1122929
141378,102.100.100/141378,SAMN44283360,PRJNA1122929
141379,102.100.100/141379,SAMN44283361,PRJNA1122929
141402,102.100.100/141402,SAMN44283384,PRJNA1122929
141020,102.100.100/141020,SAMN44283240,PRJNA1122929
141034,102.100.100/141034,SAMN44283254,PRJNA1122929
141035,102.100.100/141035,SAMN44283255,PRJNA1122929
141036,102.100.100/141036,SAMN44283256,PRJNA1122929
141037,102.100.100/141037,SAMN44283257,PRJNA1122929
141038,102.100.100/141038,SAMN44283258,PRJNA1122929
141390,102.100.100/141390,SAMN44283372,PRJNA1122929
141391,102.100.100/141391,SAMN44283373,PRJNA1122929
141392,102.100.100/141392,SAMN44283374,PRJNA1122929
141393,102.100.100/141393,SAMN44283375,PRJNA1122929
141417,102.100.100/141417,SAMN44283399,PRJNA1122929
141418,102.100.100/141418,SAMN44283400,PRJNA1122929
142396,102.100.100/142396,SAMN44283401,PRJNA1122929
142397,102.100.100/142397,SAMN44283402,PRJNA1122929
142398,102.100.100/142398,SAMN44283403,PRJNA1122929
142438,102.100.100/142438,SAMN44283404,PRJNA1122929
141389,102.100.100/141389,SAMN44283371,PRJNA1122929
141388,102.100.100/141388,SAMN44283370,PRJNA1122929
141364,102.100.100/141364,SAMN44283346,PRJNA1122929
141363,102.100.100/141363,SAMN44283345,PRJNA1122929
141362,102.100.100/141362,SAMN44283344,PRJNA1122929
141361,102.100.100/141361,SAMN44283343,PRJNA1122929
141360,102.100.100/141360,SAMN44283342,PRJNA1122929
141359,102.100.100/141359,SAMN44283341,PRJNA1122929
141105,102.100.100/141105,SAMN44283325,PRJNA1122929
141104,102.100.100/141104,SAMN44283324,PRJNA1122929
141103,102.100.100/141103,SAMN44283323,PRJNA1122929
141102,102.100.100/141102,SAMN44283322,PRJNA1122929
141101,102.100.100/141101,SAMN44283321,PRJNA1122929
141100,102.100.100/141100,SAMN44283320,PRJNA1122929
141099,102.100.100/141099,SAMN44283319,PRJNA1122929
141083,102.100.100/141083,SAMN44283303,PRJNA1122929
141082,102.100.100/141082,SAMN44283302,PRJNA1122929
141081,102.100.100/141081,SAMN44283301,PRJNA1122929
141080,102.100.100/141080,SAMN44283300,PRJNA1122929
141079,102.100.100/141079,SAMN44283299,PRJNA1122929
141078,102.100.100/141078,SAMN44283298,PRJNA1122929
141033,102.100.100/141033,SAMN44283253,PRJNA1122929
139690,102.100.100/139690,SAMN44283211,PRJNA1122929
141032,102.100.100/141032,SAMN44283252,PRJNA1122929
141031,102.100.100/141031,SAMN44283251,PRJNA1122929
141030,102.100.100/141030,SAMN44283250,PRJNA1122929
141029,102.100.100/141029,SAMN44283249,PRJNA1122929
141028,102.100.100/141028,SAMN44283248,PRJNA1122929
142402,102.100.100/142402,SAMN43750512,PRJNA1122929
142401,102.100.100/142401,SAMN43750511,PRJNA1122929
142400,102.100.100/142400,SAMN43750510,PRJNA1122929
142409,102.100.100/142409,SAMN43750519,PRJNA1122929
142408,102.100.100/142408,SAMN43750518,PRJNA1122929
141027,102.100.100/141027,SAMN44283247,PRJNA1122929
141026,102.100.100/141026,SAMN44283246,PRJNA1122929
141025,102.100.100/141025,SAMN44283245,PRJNA1122929
141024,102.100.100/141024,SAMN44283244,PRJNA1122929
141023,102.100.100/141023,SAMN44283243,PRJNA1122929
141022,102.100.100/141022,SAMN44283242,PRJNA1122929
141021,102.100.100/141021,SAMN44283241,PRJNA1122929
139609,102.100.100/139609,SAMN43587385,PRJNA1122929
139608,102.100.100/139608,SAMN43587384,PRJNA1122929
139614,102.100.100/139614,SAMN43587390,PRJNA1122929
138596,102.100.100/138596,SAMN43750504,PRJNA1122929
138595,102.100.100/138595,SAMN43750503,PRJNA1122929
138606,102.100.100/138606,SAMN43750508,PRJNA1122929
138601,102.100.100/138601,SAMN43750507,PRJNA1122929
138600,102.100.100/138600,SAMN43750506,PRJNA1122929
138597,102.100.100/138597,SAMN43750505,PRJNA1122929
142407,102.100.100/142407,SAMN43750517,PRJNA1122929
142406,102.100.100/142406,SAMN43750516,PRJNA1122929
142405,102.100.100/142405,SAMN43750515,PRJNA1122929
142399,102.100.100/142399,SAMN43750509,PRJNA1122929
142404,102.100.100/142404,SAMN43750514,PRJNA1122929
142403,102.100.100/142403,SAMN43750513,PRJNA1122929
139610,102.100.100/139610,SAMN43587386,PRJNA1122929
139611,102.100.100/139611,SAMN43587387,PRJNA1122929
139612,102.100.100/139612,SAMN43587388,PRJNA1122929
139613,102.100.100/139613,SAMN43587389,PRJNA1122929
139960,102.100.100/139960,SAMN43483514,PRJNA1122929
139961,102.100.100/139961,SAMN43483515,PRJNA1122929
139985,102.100.100/139985,SAMN43483538,PRJNA1122929
139986,102.100.100/139986,SAMN43483539,PRJNA1122929
139987,102.100.100/139987,SAMN43483540,PRJNA1122929
139988,102.100.100/139988,SAMN43483541,PRJNA1122929
139989,102.100.100/139989,SAMN43483542,PRJNA1122929
139959,102.100.100/139959,SAMN43483513,PRJNA1122929
