sample_id,SampleName,BioSample,BioProject
37006,102.100.100/37006,SAMN08218803,PRJNA385736
57899,102.100.100/57899,SAMN08954264,PRJNA385736
57900,102.100.100/57900,SAMN08954265,PRJNA385736
57910,102.100.100/57910,SAMN08954275,PRJNA385736
57911,102.100.100/57911,SAMN08954276,PRJNA385736
57912,102.100.100/57912,SAMN08954277,PRJNA385736
57913,102.100.100/57913,SAMN08954278,PRJNA385736
57914,102.100.100/57914,SAMN08954279,PRJNA385736
57915,102.100.100/57915,SAMN08954280,PRJNA385736
57925,102.100.100/57925,SAMN08954290,PRJNA385736
57926,102.100.100/57926,SAMN08954291,PRJNA385736
57927,102.100.100/57927,SAMN08954292,PRJNA385736
57928,102.100.100/57928,SAMN08954293,PRJNA385736
57929,102.100.100/57929,SAMN08954294,PRJNA385736
57935,102.100.100/57935,SAMN08954300,PRJNA385736
57941,102.100.100/57941,SAMN08954306,PRJNA385736
57942,102.100.100/57942,SAMN08954307,PRJNA385736
57946,102.100.100/57946,SAMN08954311,PRJNA385736
57947,102.100.100/57947,SAMN08954312,PRJNA385736
57948,102.100.100/57948,SAMN08954313,PRJNA385736
57949,102.100.100/57949,SAMN08954314,PRJNA385736
57950,102.100.100/57950,SAMN08954315,PRJNA385736
57951,102.100.100/57951,SAMN08954316,PRJNA385736
57952,102.100.100/57952,SAMN08954317,PRJNA385736
57953,102.100.100/57953,SAMN08954318,PRJNA385736
57954,102.100.100/57954,SAMN08954319,PRJNA385736
57955,102.100.100/57955,SAMN08954320,PRJNA385736
57956,102.100.100/57956,SAMN08954321,PRJNA385736
57957,102.100.100/57957,SAMN08954322,PRJNA385736
57958,102.100.100/57958,SAMN08954323,PRJNA385736
57959,102.100.100/57959,SAMN08954324,PRJNA385736
57960,102.100.100/57960,SAMN08954325,PRJNA385736
58020,102.100.100/58020,SAMN09717245,PRJNA385736
57891,102.100.100/57891,SAMN08954256,PRJNA385736
57892,102.100.100/57892,SAMN08954257,PRJNA385736
57893,102.100.100/57893,SAMN08954258,PRJNA385736
57894,102.100.100/57894,SAMN08954259,PRJNA385736
57916,102.100.100/57916,SAMN08954281,PRJNA385736
57917,102.100.100/57917,SAMN08954282,PRJNA385736
57918,102.100.100/57918,SAMN08954283,PRJNA385736
57919,102.100.100/57919,SAMN08954284,PRJNA385736
57943,102.100.100/57943,SAMN08954308,PRJNA385736
57944,102.100.100/57944,SAMN08954309,PRJNA385736
57945,102.100.100/57945,SAMN08954310,PRJNA385736
57989,102.100.100/57989,SAMN08954354,PRJNA385736
57990,102.100.100/57990,SAMN08954355,PRJNA385736
57991,102.100.100/57991,SAMN08954356,PRJNA385736
57992,102.100.100/57992,SAMN08954357,PRJNA385736
57993,102.100.100/57993,SAMN08954358,PRJNA385736
57994,102.100.100/57994,SAMN08954359,PRJNA385736
57995,102.100.100/57995,SAMN08954360,PRJNA385736
57996,102.100.100/57996,SAMN08954361,PRJNA385736
58019,102.100.100/58019,SAMN09717244,PRJNA385736
35367,102.100.100/35367,SAMN08953025,PRJNA385736
35366,102.100.100/35366,SAMN08953024,PRJNA385736
34674,102.100.100/34674,SAMN08952820,PRJNA385736
57983,102.100.100/57983,SAMN08954348,PRJNA385736
57984,102.100.100/57984,SAMN08954349,PRJNA385736
57985,102.100.100/57985,SAMN08954350,PRJNA385736
57986,102.100.100/57986,SAMN08954351,PRJNA385736
57979,102.100.100/57979,SAMN08954344,PRJNA385736
57980,102.100.100/57980,SAMN08954345,PRJNA385736
57981,102.100.100/57981,SAMN08954346,PRJNA385736
57982,102.100.100/57982,SAMN08954347,PRJNA385736
57987,102.100.100/57987,SAMN08954352,PRJNA385736
57988,102.100.100/57988,SAMN08954353,PRJNA385736
57930,102.100.100/57930,SAMN08954295,PRJNA385736
57905,102.100.100/57905,SAMN08954270,PRJNA385736
57904,102.100.100/57904,SAMN08954269,PRJNA385736
57902,102.100.100/57902,SAMN08954267,PRJNA385736
57901,102.100.100/57901,SAMN08954266,PRJNA385736
57903,102.100.100/57903,SAMN08954268,PRJNA385736
57934,102.100.100/57934,SAMN08954299,PRJNA385736
57931,102.100.100/57931,SAMN08954296,PRJNA385736
57932,102.100.100/57932,SAMN08954297,PRJNA385736
57933,102.100.100/57933,SAMN08954298,PRJNA385736
57973,102.100.100/57973,SAMN08954338,PRJNA385736
57972,102.100.100/57972,SAMN08954337,PRJNA385736
57976,102.100.100/57976,SAMN08954341,PRJNA385736
57975,102.100.100/57975,SAMN08954340,PRJNA385736
57974,102.100.100/57974,SAMN08954339,PRJNA385736
57978,102.100.100/57978,SAMN08954343,PRJNA385736
57977,102.100.100/57977,SAMN08954342,PRJNA385736
57907,102.100.100/57907,SAMN08954272,PRJNA385736
57908,102.100.100/57908,SAMN08954273,PRJNA385736
57909,102.100.100/57909,SAMN08954274,PRJNA385736
57906,102.100.100/57906,SAMN08954271,PRJNA385736
34621,102.100.100/34621,SAMN08952767,PRJNA385736
34672,102.100.100/34672,SAMN08952818,PRJNA385736
34673,102.100.100/34673,SAMN08952819,PRJNA385736
34675,102.100.100/34675,SAMN08952821,PRJNA385736
34676,102.100.100/34676,SAMN08952822,PRJNA385736
35376,102.100.100/35376,SAMN08953034,PRJNA385736
35377,102.100.100/35377,SAMN08953035,PRJNA385736
35378,102.100.100/35378,SAMN08953036,PRJNA385736
35402,102.100.100/35402,SAMN08953060,PRJNA385736
35403,102.100.100/35403,SAMN08953061,PRJNA385736
35404,102.100.100/35404,SAMN08953062,PRJNA385736
35405,102.100.100/35405,SAMN08953063,PRJNA385736
35408,102.100.100/35408,SAMN08953066,PRJNA385736
35409,102.100.100/35409,SAMN08953067,PRJNA385736
35426,102.100.100/35426,SAMN08953084,PRJNA385736
35427,102.100.100/35427,SAMN08953085,PRJNA385736
35428,102.100.100/35428,SAMN08953086,PRJNA385736
35429,102.100.100/35429,SAMN08953087,PRJNA385736
34617,102.100.100/34617,SAMN08952763,PRJNA385736
34618,102.100.100/34618,SAMN08952764,PRJNA385736
34619,102.100.100/34619,SAMN08952765,PRJNA385736
34620,102.100.100/34620,SAMN08952766,PRJNA385736
35420,102.100.100/35420,SAMN08953078,PRJNA385736
35196,102.100.100/35196,SAMN08363548,PRJNA385736
35195,102.100.100/35195,SAMN08363547,PRJNA385736
34626,102.100.100/34626,SAMN08952772,PRJNA385736
35204,102.100.100/35204,SAMN08363556,PRJNA385736
35203,102.100.100/35203,SAMN08363555,PRJNA385736
35418,102.100.100/35418,SAMN08953076,PRJNA385736
35417,102.100.100/35417,SAMN08953075,PRJNA385736
35390,102.100.100/35390,SAMN08953048,PRJNA385736
35419,102.100.100/35419,SAMN08953077,PRJNA385736
35392,102.100.100/35392,SAMN08953050,PRJNA385736
35393,102.100.100/35393,SAMN08953051,PRJNA385736
35391,102.100.100/35391,SAMN08953049,PRJNA385736
35411,102.100.100/35411,SAMN08953069,PRJNA385736
34603,102.100.100/34603,SAMN08952749,PRJNA385736
34602,102.100.100/34602,SAMN08952748,PRJNA385736
34605,102.100.100/34605,SAMN08952751,PRJNA385736
35365,102.100.100/35365,SAMN08952835,PRJNA385736
35364,102.100.100/35364,SAMN08952834,PRJNA385736
35166,102.100.100/35166,SAMN08363518,PRJNA385736
35362,102.100.100/35362,SAMN08952832,PRJNA385736
35363,102.100.100/35363,SAMN08952833,PRJNA385736
34637,102.100.100/34637,SAMN08952783,PRJNA385736
34638,102.100.100/34638,SAMN08952784,PRJNA385736
34639,102.100.100/34639,SAMN08952785,PRJNA385736
34640,102.100.100/34640,SAMN08952786,PRJNA385736
34641,102.100.100/34641,SAMN08952787,PRJNA385736
34614,102.100.100/34614,SAMN08952760,PRJNA385736
34615,102.100.100/34615,SAMN08952761,PRJNA385736
34612,102.100.100/34612,SAMN08952758,PRJNA385736
34613,102.100.100/34613,SAMN08952759,PRJNA385736
35389,102.100.100/35389,SAMN08953047,PRJNA385736
34616,102.100.100/34616,SAMN08952762,PRJNA385736
35388,102.100.100/35388,SAMN08953046,PRJNA385736
35387,102.100.100/35387,SAMN08953045,PRJNA385736
34656,102.100.100/34656,SAMN08952802,PRJNA385736
34652,102.100.100/34652,SAMN08952798,PRJNA385736
34653,102.100.100/34653,SAMN08952799,PRJNA385736
34654,102.100.100/34654,SAMN08952800,PRJNA385736
34655,102.100.100/34655,SAMN08952801,PRJNA385736
35368,102.100.100/35368,SAMN08953026,PRJNA385736
34601,102.100.100/34601,SAMN08952747,PRJNA385736
34599,102.100.100/34599,SAMN08952745,PRJNA385736
35415,102.100.100/35415,SAMN08953073,PRJNA385736
35414,102.100.100/35414,SAMN08953072,PRJNA385736
35193,102.100.100/35193,SAMN08363545,PRJNA385736
35194,102.100.100/35194,SAMN08363546,PRJNA385736
35189,102.100.100/35189,SAMN08363541,PRJNA385736
35190,102.100.100/35190,SAMN08363542,PRJNA385736
35191,102.100.100/35191,SAMN08363543,PRJNA385736
35192,102.100.100/35192,SAMN08363544,PRJNA385736
35185,102.100.100/35185,SAMN08363537,PRJNA385736
35186,102.100.100/35186,SAMN08363538,PRJNA385736
35187,102.100.100/35187,SAMN08363539,PRJNA385736
35188,102.100.100/35188,SAMN08363540,PRJNA385736
35423,102.100.100/35423,SAMN08953081,PRJNA385736
35381,102.100.100/35381,SAMN08953039,PRJNA385736
35416,102.100.100/35416,SAMN08953074,PRJNA385736
35379,102.100.100/35379,SAMN08953037,PRJNA385736
35380,102.100.100/35380,SAMN08953038,PRJNA385736
35412,102.100.100/35412,SAMN08953070,PRJNA385736
35413,102.100.100/35413,SAMN08953071,PRJNA385736
34596,102.100.100/34596,SAMN08952742,PRJNA385736
34592,102.100.100/34592,SAMN08952738,PRJNA385736
34593,102.100.100/34593,SAMN08952739,PRJNA385736
34594,102.100.100/34594,SAMN08952740,PRJNA385736
34595,102.100.100/34595,SAMN08952741,PRJNA385736
35360,102.100.100/35360,SAMN08952830,PRJNA385736
35361,102.100.100/35361,SAMN08952831,PRJNA385736
34662,102.100.100/34662,SAMN08952808,PRJNA385736
34644,102.100.100/34644,SAMN08952790,PRJNA385736
34645,102.100.100/34645,SAMN08952791,PRJNA385736
34646,102.100.100/34646,SAMN08952792,PRJNA385736
34664,102.100.100/34664,SAMN08952810,PRJNA385736
34665,102.100.100/34665,SAMN08952811,PRJNA385736
35370,102.100.100/35370,SAMN08953028,PRJNA385736
35371,102.100.100/35371,SAMN08953029,PRJNA385736
35372,102.100.100/35372,SAMN08953030,PRJNA385736
35373,102.100.100/35373,SAMN08953031,PRJNA385736
35394,102.100.100/35394,SAMN08953052,PRJNA385736
35395,102.100.100/35395,SAMN08953053,PRJNA385736
35396,102.100.100/35396,SAMN08953054,PRJNA385736
35424,102.100.100/35424,SAMN08953082,PRJNA385736
35425,102.100.100/35425,SAMN08953083,PRJNA385736
34607,102.100.100/34607,SAMN08952753,PRJNA385736
34608,102.100.100/34608,SAMN08952754,PRJNA385736
34609,102.100.100/34609,SAMN08952755,PRJNA385736
34610,102.100.100/34610,SAMN08952756,PRJNA385736
34611,102.100.100/34611,SAMN08952757,PRJNA385736
34632,102.100.100/34632,SAMN08952778,PRJNA385736
34633,102.100.100/34633,SAMN08952779,PRJNA385736
34634,102.100.100/34634,SAMN08952780,PRJNA385736
34635,102.100.100/34635,SAMN08952781,PRJNA385736
34636,102.100.100/34636,SAMN08952782,PRJNA385736
34642,102.100.100/34642,SAMN08952788,PRJNA385736
34643,102.100.100/34643,SAMN08952789,PRJNA385736
34677,102.100.100/34677,SAMN08952823,PRJNA385736
34678,102.100.100/34678,SAMN08952824,PRJNA385736
35159,102.100.100/35159,SAMN08363511,PRJNA385736
35160,102.100.100/35160,SAMN08363512,PRJNA385736
35161,102.100.100/35161,SAMN08363513,PRJNA385736
35162,102.100.100/35162,SAMN08363514,PRJNA385736
35163,102.100.100/35163,SAMN08363515,PRJNA385736
35164,102.100.100/35164,SAMN08363516,PRJNA385736
35175,102.100.100/35175,SAMN08363527,PRJNA385736
35176,102.100.100/35176,SAMN08363528,PRJNA385736
35177,102.100.100/35177,SAMN08363529,PRJNA385736
35178,102.100.100/35178,SAMN08363530,PRJNA385736
35179,102.100.100/35179,SAMN08363531,PRJNA385736
35180,102.100.100/35180,SAMN08363532,PRJNA385736
35181,102.100.100/35181,SAMN08363533,PRJNA385736
35182,102.100.100/35182,SAMN08363534,PRJNA385736
35183,102.100.100/35183,SAMN08363535,PRJNA385736
35184,102.100.100/35184,SAMN08363536,PRJNA385736
35382,102.100.100/35382,SAMN08953040,PRJNA385736
35383,102.100.100/35383,SAMN08953041,PRJNA385736
35384,102.100.100/35384,SAMN08953042,PRJNA385736
35399,102.100.100/35399,SAMN08953057,PRJNA385736
34587,102.100.100/34587,SAMN08952733,PRJNA385736
34667,102.100.100/34667,SAMN08952813,PRJNA385736
34668,102.100.100/34668,SAMN08952814,PRJNA385736
34669,102.100.100/34669,SAMN08952815,PRJNA385736
34670,102.100.100/34670,SAMN08952816,PRJNA385736
34671,102.100.100/34671,SAMN08952817,PRJNA385736
35357,102.100.100/35357,SAMN08952827,PRJNA385736
35358,102.100.100/35358,SAMN08952828,PRJNA385736
35359,102.100.100/35359,SAMN08952829,PRJNA385736
35397,102.100.100/35397,SAMN08953055,PRJNA385736
35398,102.100.100/35398,SAMN08953056,PRJNA385736
35410,102.100.100/35410,SAMN08953068,PRJNA385736
35430,102.100.100/35430,SAMN08953088,PRJNA385736
35431,102.100.100/35431,SAMN08953089,PRJNA385736
34591,102.100.100/34591,SAMN08952737,PRJNA385736
34604,102.100.100/34604,SAMN08952750,PRJNA385736
34622,102.100.100/34622,SAMN08952768,PRJNA385736
34623,102.100.100/34623,SAMN08952769,PRJNA385736
34624,102.100.100/34624,SAMN08952770,PRJNA385736
34625,102.100.100/34625,SAMN08952771,PRJNA385736
34627,102.100.100/34627,SAMN08952773,PRJNA385736
34648,102.100.100/34648,SAMN08952794,PRJNA385736
34649,102.100.100/34649,SAMN08952795,PRJNA385736
34650,102.100.100/34650,SAMN08952796,PRJNA385736
34651,102.100.100/34651,SAMN08952797,PRJNA385736
34663,102.100.100/34663,SAMN08952809,PRJNA385736
34666,102.100.100/34666,SAMN08952812,PRJNA385736
35167,102.100.100/35167,SAMN08363519,PRJNA385736
35168,102.100.100/35168,SAMN08363520,PRJNA385736
35169,102.100.100/35169,SAMN08363521,PRJNA385736
35170,102.100.100/35170,SAMN08363522,PRJNA385736
35171,102.100.100/35171,SAMN08363523,PRJNA385736
35172,102.100.100/35172,SAMN08363524,PRJNA385736
35369,102.100.100/35369,SAMN08953027,PRJNA385736
35385,102.100.100/35385,SAMN08953043,PRJNA385736
35386,102.100.100/35386,SAMN08953044,PRJNA385736
35421,102.100.100/35421,SAMN08953079,PRJNA385736
35422,102.100.100/35422,SAMN08953080,PRJNA385736
35432,102.100.100/35432,SAMN08953090,PRJNA385736
35165,102.100.100/35165,SAMN08363517,PRJNA385736
34606,102.100.100/34606,SAMN08952752,PRJNA385736
35174,102.100.100/35174,SAMN08363526,PRJNA385736
35173,102.100.100/35173,SAMN08363525,PRJNA385736
35356,102.100.100/35356,SAMN08952826,PRJNA385736
35355,102.100.100/35355,SAMN08952825,PRJNA385736
35205,102.100.100/35205,SAMN08363557,PRJNA385736
35206,102.100.100/35206,SAMN08363558,PRJNA385736
35374,102.100.100/35374,SAMN08953032,PRJNA385736
35375,102.100.100/35375,SAMN08953033,PRJNA385736
34588,102.100.100/34588,SAMN08952734,PRJNA385736
34590,102.100.100/34590,SAMN08952736,PRJNA385736
34589,102.100.100/34589,SAMN08952735,PRJNA385736
34628,102.100.100/34628,SAMN08952774,PRJNA385736
34630,102.100.100/34630,SAMN08952776,PRJNA385736
34629,102.100.100/34629,SAMN08952775,PRJNA385736
34631,102.100.100/34631,SAMN08952777,PRJNA385736
34597,102.100.100/34597,SAMN08952743,PRJNA385736
34598,102.100.100/34598,SAMN08952744,PRJNA385736
34600,102.100.100/34600,SAMN08952746,PRJNA385736
34647,102.100.100/34647,SAMN08952793,PRJNA385736
34657,102.100.100/34657,SAMN08952803,PRJNA385736
34658,102.100.100/34658,SAMN08952804,PRJNA385736
34659,102.100.100/34659,SAMN08952805,PRJNA385736
34660,102.100.100/34660,SAMN08952806,PRJNA385736
34661,102.100.100/34661,SAMN08952807,PRJNA385736
35197,102.100.100/35197,SAMN08363549,PRJNA385736
35198,102.100.100/35198,SAMN08363550,PRJNA385736
35199,102.100.100/35199,SAMN08363551,PRJNA385736
35200,102.100.100/35200,SAMN08363552,PRJNA385736
35201,102.100.100/35201,SAMN08363553,PRJNA385736
35202,102.100.100/35202,SAMN08363554,PRJNA385736
35400,102.100.100/35400,SAMN08953058,PRJNA385736
35401,102.100.100/35401,SAMN08953059,PRJNA385736
35406,102.100.100/35406,SAMN08953064,PRJNA385736
35407,102.100.100/35407,SAMN08953065,PRJNA385736
35711,102.100.100/35711,SAMN08953249,PRJNA385736
35712,102.100.100/35712,SAMN08953250,PRJNA385736
36328,102.100.100/36328,SAMN08953306,PRJNA385736
36329,102.100.100/36329,SAMN08953307,PRJNA385736
35709,102.100.100/35709,SAMN08953247,PRJNA385736
35710,102.100.100/35710,SAMN08953248,PRJNA385736
36308,102.100.100/36308,SAMN08953286,PRJNA385736
36309,102.100.100/36309,SAMN08953287,PRJNA385736
36310,102.100.100/36310,SAMN08953288,PRJNA385736
36324,102.100.100/36324,SAMN08953302,PRJNA385736
36357,102.100.100/36357,SAMN08953332,PRJNA385736
36359,102.100.100/36359,SAMN08953334,PRJNA385736
36453,102.100.100/36453,SAMN08953429,PRJNA385736
36454,102.100.100/36454,SAMN08953430,PRJNA385736
36455,102.100.100/36455,SAMN08953431,PRJNA385736
36456,102.100.100/36456,SAMN08953432,PRJNA385736
36457,102.100.100/36457,SAMN08953433,PRJNA385736
36463,102.100.100/36463,SAMN08953439,PRJNA385736
36464,102.100.100/36464,SAMN08953440,PRJNA385736
36465,102.100.100/36465,SAMN08953441,PRJNA385736
36466,102.100.100/36466,SAMN08953442,PRJNA385736
36467,102.100.100/36467,SAMN08953443,PRJNA385736
35722,102.100.100/35722,SAMN08953260,PRJNA385736
36433,102.100.100/36433,SAMN08953409,PRJNA385736
36434,102.100.100/36434,SAMN08953410,PRJNA385736
36358,102.100.100/36358,SAMN08953333,PRJNA385736
36331,102.100.100/36331,SAMN08953309,PRJNA385736
36332,102.100.100/36332,SAMN08953310,PRJNA385736
36330,102.100.100/36330,SAMN08953308,PRJNA385736
36417,102.100.100/36417,SAMN08953393,PRJNA385736
35721,102.100.100/35721,SAMN08953259,PRJNA385736
36446,102.100.100/36446,SAMN08953422,PRJNA385736
36445,102.100.100/36445,SAMN08953421,PRJNA385736
36444,102.100.100/36444,SAMN08953420,PRJNA385736
36443,102.100.100/36443,SAMN08953419,PRJNA385736
36447,102.100.100/36447,SAMN08953423,PRJNA385736
36336,102.100.100/36336,SAMN08953314,PRJNA385736
36421,102.100.100/36421,SAMN08953397,PRJNA385736
35720,102.100.100/35720,SAMN08953258,PRJNA385736
35723,102.100.100/35723,SAMN08953261,PRJNA385736
35724,102.100.100/35724,SAMN08953262,PRJNA385736
35704,102.100.100/35704,SAMN08953242,PRJNA385736
35715,102.100.100/35715,SAMN08953253,PRJNA385736
35714,102.100.100/35714,SAMN08953252,PRJNA385736
35713,102.100.100/35713,SAMN08953251,PRJNA385736
35702,102.100.100/35702,SAMN08953240,PRJNA385736
36323,102.100.100/36323,SAMN08953301,PRJNA385736
35703,102.100.100/35703,SAMN08953241,PRJNA385736
36334,102.100.100/36334,SAMN08953312,PRJNA385736
36333,102.100.100/36333,SAMN08953311,PRJNA385736
35725,102.100.100/35725,SAMN08953263,PRJNA385736
36425,102.100.100/36425,SAMN08953401,PRJNA385736
36335,102.100.100/36335,SAMN08953313,PRJNA385736
36315,102.100.100/36315,SAMN08953293,PRJNA385736
36313,102.100.100/36313,SAMN08953291,PRJNA385736
36314,102.100.100/36314,SAMN08953292,PRJNA385736
36355,102.100.100/36355,SAMN08953330,PRJNA385736
36354,102.100.100/36354,SAMN08953329,PRJNA385736
36353,102.100.100/36353,SAMN08953328,PRJNA385736
36352,102.100.100/36352,SAMN08953327,PRJNA385736
35708,102.100.100/35708,SAMN08953246,PRJNA385736
35707,102.100.100/35707,SAMN08953245,PRJNA385736
35706,102.100.100/35706,SAMN08953244,PRJNA385736
35705,102.100.100/35705,SAMN08953243,PRJNA385736
35716,102.100.100/35716,SAMN08953254,PRJNA385736
35717,102.100.100/35717,SAMN08953255,PRJNA385736
35718,102.100.100/35718,SAMN08953256,PRJNA385736
35729,102.100.100/35729,SAMN08953267,PRJNA385736
35730,102.100.100/35730,SAMN08953268,PRJNA385736
35731,102.100.100/35731,SAMN08953269,PRJNA385736
35732,102.100.100/35732,SAMN08953270,PRJNA385736
35745,102.100.100/35745,SAMN08953283,PRJNA385736
35746,102.100.100/35746,SAMN08953284,PRJNA385736
35747,102.100.100/35747,SAMN08953285,PRJNA385736
36320,102.100.100/36320,SAMN08953298,PRJNA385736
36337,102.100.100/36337,SAMN08953315,PRJNA385736
36341,102.100.100/36341,SAMN08953316,PRJNA385736
36342,102.100.100/36342,SAMN08953317,PRJNA385736
36416,102.100.100/36416,SAMN08953392,PRJNA385736
36418,102.100.100/36418,SAMN08953394,PRJNA385736
36419,102.100.100/36419,SAMN08953395,PRJNA385736
36420,102.100.100/36420,SAMN08953396,PRJNA385736
36448,102.100.100/36448,SAMN08953424,PRJNA385736
36449,102.100.100/36449,SAMN08953425,PRJNA385736
36450,102.100.100/36450,SAMN08953426,PRJNA385736
36451,102.100.100/36451,SAMN08953427,PRJNA385736
36452,102.100.100/36452,SAMN08953428,PRJNA385736
36319,102.100.100/36319,SAMN08953297,PRJNA385736
36325,102.100.100/36325,SAMN08953303,PRJNA385736
36326,102.100.100/36326,SAMN08953304,PRJNA385736
36327,102.100.100/36327,SAMN08953305,PRJNA385736
36422,102.100.100/36422,SAMN08953398,PRJNA385736
36423,102.100.100/36423,SAMN08953399,PRJNA385736
36424,102.100.100/36424,SAMN08953400,PRJNA385736
36439,102.100.100/36439,SAMN08953415,PRJNA385736
36440,102.100.100/36440,SAMN08953416,PRJNA385736
36441,102.100.100/36441,SAMN08953417,PRJNA385736
36442,102.100.100/36442,SAMN08953418,PRJNA385736
36343,102.100.100/36343,SAMN08953318,PRJNA385736
36344,102.100.100/36344,SAMN08953319,PRJNA385736
36345,102.100.100/36345,SAMN08953320,PRJNA385736
35726,102.100.100/35726,SAMN08953264,PRJNA385736
35727,102.100.100/35727,SAMN08953265,PRJNA385736
35728,102.100.100/35728,SAMN08953266,PRJNA385736
36347,102.100.100/36347,SAMN08953322,PRJNA385736
36346,102.100.100/36346,SAMN08953321,PRJNA385736
36318,102.100.100/36318,SAMN08953296,PRJNA385736
35719,102.100.100/35719,SAMN08953257,PRJNA385736
36426,102.100.100/36426,SAMN08953402,PRJNA385736
36428,102.100.100/36428,SAMN08953404,PRJNA385736
36427,102.100.100/36427,SAMN08953403,PRJNA385736
36364,102.100.100/36364,SAMN08953339,PRJNA385736
36363,102.100.100/36363,SAMN08953338,PRJNA385736
36429,102.100.100/36429,SAMN08953405,PRJNA385736
35742,102.100.100/35742,SAMN08953280,PRJNA385736
35741,102.100.100/35741,SAMN08953279,PRJNA385736
35740,102.100.100/35740,SAMN08953278,PRJNA385736
35739,102.100.100/35739,SAMN08953277,PRJNA385736
36351,102.100.100/36351,SAMN08953326,PRJNA385736
36350,102.100.100/36350,SAMN08953325,PRJNA385736
36362,102.100.100/36362,SAMN08953337,PRJNA385736
36360,102.100.100/36360,SAMN08953335,PRJNA385736
36361,102.100.100/36361,SAMN08953336,PRJNA385736
36459,102.100.100/36459,SAMN08953435,PRJNA385736
36458,102.100.100/36458,SAMN08953434,PRJNA385736
36461,102.100.100/36461,SAMN08953437,PRJNA385736
36460,102.100.100/36460,SAMN08953436,PRJNA385736
36316,102.100.100/36316,SAMN08953294,PRJNA385736
36317,102.100.100/36317,SAMN08953295,PRJNA385736
36356,102.100.100/36356,SAMN08953331,PRJNA385736
36367,102.100.100/36367,SAMN08953342,PRJNA385736
36413,102.100.100/36413,SAMN08953389,PRJNA385736
36414,102.100.100/36414,SAMN08953390,PRJNA385736
36415,102.100.100/36415,SAMN08953391,PRJNA385736
36435,102.100.100/36435,SAMN08953411,PRJNA385736
36436,102.100.100/36436,SAMN08953412,PRJNA385736
36437,102.100.100/36437,SAMN08953413,PRJNA385736
36438,102.100.100/36438,SAMN08953414,PRJNA385736
36462,102.100.100/36462,SAMN08953438,PRJNA385736
36468,102.100.100/36468,SAMN08953444,PRJNA385736
36469,102.100.100/36469,SAMN08953445,PRJNA385736
36470,102.100.100/36470,SAMN08953446,PRJNA385736
36471,102.100.100/36471,SAMN08953447,PRJNA385736
36472,102.100.100/36472,SAMN08953448,PRJNA385736
35733,102.100.100/35733,SAMN08953271,PRJNA385736
35734,102.100.100/35734,SAMN08953272,PRJNA385736
35735,102.100.100/35735,SAMN08953273,PRJNA385736
35737,102.100.100/35737,SAMN08953275,PRJNA385736
35738,102.100.100/35738,SAMN08953276,PRJNA385736
35743,102.100.100/35743,SAMN08953281,PRJNA385736
35744,102.100.100/35744,SAMN08953282,PRJNA385736
36321,102.100.100/36321,SAMN08953299,PRJNA385736
36322,102.100.100/36322,SAMN08953300,PRJNA385736
36348,102.100.100/36348,SAMN08953323,PRJNA385736
36349,102.100.100/36349,SAMN08953324,PRJNA385736
34554,102.100.100/34554,SAMN08952700,PRJNA385736
34553,102.100.100/34553,SAMN08952699,PRJNA385736
34552,102.100.100/34552,SAMN08952698,PRJNA385736
34556,102.100.100/34556,SAMN08952702,PRJNA385736
36311,102.100.100/36311,SAMN08953289,PRJNA385736
36312,102.100.100/36312,SAMN08953290,PRJNA385736
35736,102.100.100/35736,SAMN08953274,PRJNA385736
36431,102.100.100/36431,SAMN08953407,PRJNA385736
36432,102.100.100/36432,SAMN08953408,PRJNA385736
36366,102.100.100/36366,SAMN08953341,PRJNA385736
36365,102.100.100/36365,SAMN08953340,PRJNA385736
36430,102.100.100/36430,SAMN08953406,PRJNA385736
27508,102.100.100/27508,SAMN08363467,PRJNA385736
27509,102.100.100/27509,SAMN08363468,PRJNA385736
27510,102.100.100/27510,SAMN08363469,PRJNA385736
27511,102.100.100/27511,SAMN08363470,PRJNA385736
27512,102.100.100/27512,SAMN08363471,PRJNA385736
27513,102.100.100/27513,SAMN08363472,PRJNA385736
27514,102.100.100/27514,SAMN08363473,PRJNA385736
27515,102.100.100/27515,SAMN08363474,PRJNA385736
27516,102.100.100/27516,SAMN08363475,PRJNA385736
27517,102.100.100/27517,SAMN08363476,PRJNA385736
34386,102.100.100/34386,SAMN08952886,PRJNA385736
34402,102.100.100/34402,SAMN08952902,PRJNA385736
34403,102.100.100/34403,SAMN08952903,PRJNA385736
34404,102.100.100/34404,SAMN08952904,PRJNA385736
34405,102.100.100/34405,SAMN08952905,PRJNA385736
34406,102.100.100/34406,SAMN08952906,PRJNA385736
34442,102.100.100/34442,SAMN08952942,PRJNA385736
34479,102.100.100/34479,SAMN08952979,PRJNA385736
34512,102.100.100/34512,SAMN08953012,PRJNA385736
34574,102.100.100/34574,SAMN08952720,PRJNA385736
34577,102.100.100/34577,SAMN08952723,PRJNA385736
34578,102.100.100/34578,SAMN08952724,PRJNA385736
34579,102.100.100/34579,SAMN08952725,PRJNA385736
34580,102.100.100/34580,SAMN08952726,PRJNA385736
34581,102.100.100/34581,SAMN08952727,PRJNA385736
34480,102.100.100/34480,SAMN08952980,PRJNA385736
34477,102.100.100/34477,SAMN08952977,PRJNA385736
34478,102.100.100/34478,SAMN08952978,PRJNA385736
34481,102.100.100/34481,SAMN08952981,PRJNA385736
34515,102.100.100/34515,SAMN08953015,PRJNA385736
