GENOME,SAMPLE
BPAM22-1_SAMN08954332_MAG_00000010,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000011,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000012,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000013,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000014,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000015,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000016,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000017,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000018,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000020,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000021,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000023,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000026,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000030,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000032,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000033,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000034,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000035,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954332_MAG_00000037,BPAM22-1_SAMN08954332_METAG
BPAM22-1_SAMN08954333_MAG_00000020,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000002,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000003,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000005,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000007,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000011,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000012,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000017,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000021,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000022,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000023,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000024,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000027,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000033,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000034,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000036,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000037,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000043,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000001,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000008,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000009,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000010,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000013,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000016,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000019,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000026,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000028,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000029,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000031,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000032,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000039,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954333_MAG_00000044,BPAM22-1_SAMN08954333_METAG
BPAM22-1_SAMN08954334_MAG_00000001,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000003,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000014,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000012,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000013,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000002,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000004,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000007,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000008,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000011,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000017,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000018,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000020,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000021,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000022,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000023,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000024,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000025,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000029,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954334_MAG_00000030,BPAM22-1_SAMN08954334_METAG
BPAM22-1_SAMN08954336_MAG_00000006,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000015,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000024,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000026,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000001,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000004,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000005,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000018,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000019,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000020,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000021,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000022,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000023,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000033,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000034,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000035,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000036,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954336_MAG_00000037,BPAM22-1_SAMN08954336_METAG
BPAM22-1_SAMN08954337_MAG_00000018,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000005,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000011,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000012,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000015,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000016,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000025,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000003,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000004,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000008,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000010,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000013,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000014,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954337_MAG_00000019,BPAM22-1_SAMN08954337_METAG
BPAM22-1_SAMN08954338_MAG_00000010,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000004,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000005,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000006,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000007,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000009,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000011,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000015,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954338_MAG_00000022,BPAM22-1_SAMN08954338_METAG
BPAM22-1_SAMN08954339_MAG_00000018,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000019,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000021,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000002,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000005,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000007,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000003,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000004,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000006,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000008,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000009,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000016,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954339_MAG_00000022,BPAM22-1_SAMN08954339_METAG
BPAM22-1_SAMN08954276_MAG_00000007,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000001,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000014,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000002,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000006,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000008,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000009,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000011,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000012,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954276_MAG_00000017,BPAM22-1_SAMN08954276_METAG
BPAM22-1_SAMN08954277_MAG_00000001,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000002,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000005,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000008,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000011,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000012,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000013,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000015,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000016,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000017,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000018,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000020,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000023,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000024,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000025,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000026,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000027,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000028,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000035,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000036,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000037,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954277_MAG_00000038,BPAM22-1_SAMN08954277_METAG
BPAM22-1_SAMN08954278_MAG_00000013,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000014,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000016,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000023,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000009,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000011,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000015,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954278_MAG_00000018,BPAM22-1_SAMN08954278_METAG
BPAM22-1_SAMN08954279_MAG_00000001,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000019,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000020,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000021,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000031,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000002,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000006,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000004,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000005,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000007,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000013,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000016,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000022,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000023,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000024,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000029,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954279_MAG_00000032,BPAM22-1_SAMN08954279_METAG
BPAM22-1_SAMN08954280_MAG_00000004,BPAM22-1_SAMN08954280_METAG
BPAM22-1_SAMN08954281_MAG_00000001,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000002,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000005,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000006,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000007,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000010,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000011,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000012,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000014,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000016,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000019,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954281_MAG_00000023,BPAM22-1_SAMN08954281_METAG
BPAM22-1_SAMN08954282_MAG_00000003,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000004,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000006,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000007,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000008,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000009,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000012,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954282_MAG_00000015,BPAM22-1_SAMN08954282_METAG
BPAM22-1_SAMN08954283_MAG_00000001,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000002,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000003,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000004,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000005,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000007,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000009,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000010,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000014,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000016,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000017,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000019,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000021,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000023,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000025,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000027,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000030,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000031,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000032,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000036,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000037,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954283_MAG_00000041,BPAM22-1_SAMN08954283_METAG
BPAM22-1_SAMN08954284_MAG_00000001,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000004,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000005,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000007,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000009,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000010,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000011,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000012,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000014,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000016,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000017,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000018,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000019,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000020,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000022,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000026,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000027,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000028,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000030,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954284_MAG_00000034,BPAM22-1_SAMN08954284_METAG
BPAM22-1_SAMN08954285_MAG_00000022,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000024,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000025,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000027,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000029,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000031,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000033,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000034,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000035,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000036,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000037,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000040,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000041,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000043,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000045,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000046,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000047,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000048,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000051,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000052,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000002,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000003,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000004,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000006,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000007,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000009,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954285_MAG_00000011,BPAM22-1_SAMN08954285_METAG
BPAM22-1_SAMN08954286_MAG_00000001,BPAM22-1_SAMN08954286_METAG
BPAM22-1_SAMN08954286_MAG_00000003,BPAM22-1_SAMN08954286_METAG
BPAM22-1_SAMN08954287_MAG_00000001,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954287_MAG_00000002,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954287_MAG_00000003,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954287_MAG_00000004,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954287_MAG_00000006,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954287_MAG_00000008,BPAM22-1_SAMN08954287_METAG
BPAM22-1_SAMN08954288_MAG_00000003,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000008,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000009,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000012,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000013,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000015,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000016,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000018,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000019,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000020,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000021,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000024,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000029,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000032,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000034,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954288_MAG_00000035,BPAM22-1_SAMN08954288_METAG
BPAM22-1_SAMN08954289_MAG_00000001,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000002,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000003,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000006,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000007,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000009,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000010,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000011,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000012,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000014,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000020,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000021,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000022,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954289_MAG_00000023,BPAM22-1_SAMN08954289_METAG
BPAM22-1_SAMN08954290_MAG_00000001,BPAM22-1_SAMN08954290_METAG
BPAM22-1_SAMN08954290_MAG_00000002,BPAM22-1_SAMN08954290_METAG
BPAM22-1_SAMN08954290_MAG_00000003,BPAM22-1_SAMN08954290_METAG
BPAM22-1_SAMN08954291_MAG_00000001,BPAM22-1_SAMN08954291_METAG
BPAM22-1_SAMN08954291_MAG_00000002,BPAM22-1_SAMN08954291_METAG
BPAM22-1_SAMN08954291_MAG_00000003,BPAM22-1_SAMN08954291_METAG
BPAM22-1_SAMN08954291_MAG_00000004,BPAM22-1_SAMN08954291_METAG
